value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
3.8,20,181,73,England,bench,2028,High/Medium,Lean,Midfield,70,73,63,67,72,50,60,4
3.7,20,186,65,Spain,substitute,2024,High/Medium,Lean,Defender,70,77,54,73,74,60,66,3
3.6,20,180,78,Italy,starting_xi,2027,Medium/High,Normal,Midfield,70,75,60,63,67,68,71,2
3.6,22,182,73,France,substitute,2027,High/Low,Lean,Midfield,70,74,64,66,71,53,57,3
3.3,20,191,77,England,substitute,2027,Medium/Medium,Stocky,Defender,70,55,30,49,52,68,77,2
3.5,20,182,70,Netherlands,substitute,2024,Medium/Low,Lean,Forward,70,88,68,53,73,37,54,3
3.4,21,183,75,Portugal,substitute,2024,High/Medium,Normal,Defender,70,83,39,57,71,65,70,2
3.5,20,178,72,Netherlands,substitute,2024,Medium/Medium,Lean,Midfield,70,74,65,64,75,24,48,3
3.3,21,190,78,England,bench,2028,Medium/High,Normal,Defender,70,73,27,49,57,70,75,2
3.3,20,178,69,Germany,starting_xi,2025,High/High,Normal,Defender,70,75,59,64,67,64,70,3
3.5,20,181,68,Italy,starting_xi,2026,High/High,Normal,Midfield,70,81,60,68,70,63,66,3
3.6,21,170,71,Netherlands,starting_xi,2026,High/High,Normal,Midfield,70,80,56,63,73,68,76,3
3.6,22,181,67,Netherlands,substitute,2027,High/Medium,Normal,Midfield,70,58,64,67,68,63,68,3
3.4,21,175,70,Spain,starting_xi,2024,High/High,Lean,Defender,70,80,33,61,68,65,70,2
3.3,23,172,68,USA,starting_xi,2025,Medium/Medium,Normal,Midfield,70,67,54,64,69,66,68,4
3.5,20,185,72,Germany,bench,2024,Medium/Medium,Lean,Forward,70,90,68,61,71,25,57,3
3.6,21,185,82,Italy,substitute,2024,High/Medium,Lean,Forward,70,68,67,65,76,42,65,4
3.3,22,187,80,Italy,substitute,2027,Medium/Medium,Lean,Defender,70,64,36,55,62,71,69,2
3.6,21,164,63,England,starting_xi,2024,High/High,Lean,Midfield,70,80,60,63,75,42,50,4
3.5,20,183,80,England,starting_xi,2026,Medium/Medium,Normal,Forward,70,75,68,53,68,26,65,3
3.3,21,193,80,France,starting_xi,2025,Medium/Medium,Lean,Defender,70,73,34,48,55,69,70,2
3.6,21,163,60,Spain,starting_xi,2024,High/Medium,Stocky,Midfield,70,75,71,62,76,32,66,3
3.3,20,179,74,France,substitute,2028,Medium/Medium,Normal,Midfield,70,69,57,63,68,67,75,3
3.2,19,181,80,Spain,substitute,2028,Medium/Medium,Normal,Defender,70,70,31,49,67,71,64,2
3.6,21,173,68,Netherlands,starting_xi,2027,Medium/Medium,Normal,Forward,70,75,71,58,71,29,51,3
3.3,21,189,74,Spain,substitute,2024,Low/Medium,Normal,Defender,70,68,34,48,57,70,74,2
3.4,21,186,79,Netherlands,starting_xi,2028,Medium/Medium,Normal,Defender,70,67,36,52,48,71,72,2
3.5,20,180,72,England,bench,2024,High/Medium,Lean,Midfield,70,72,63,66,73,41,60,3
3.3,20,184,80,France,substitute,2027,Medium/Medium,Lean,Defender,70,68,45,59,63,70,72,2
3.6,22,192,83,Spain,substitute,2024,Medium/Medium,Lean,Forward,70,64,70,50,63,21,65,2
3.3,20,185,75,France,substitute,2024,Medium/Medium,Lean,Defender,70,49,30,43,52,71,71,2
3.3,23,187,72,Spain,starting_xi,2024,Low/Medium,Normal,Defender,70,59,38,50,51,70,74,2
3.5,23,177,72,Spain,substitute,2025,Medium/Medium,Normal,Midfield,70,78,67,67,75,32,42,3
3.3,24,185,72,Italy,starting_xi,2026,Medium/High,Lean,Defender,70,63,32,57,55,72,73,2
3.6,21,173,61,Netherlands,starting_xi,2025,High/Medium,Normal,Midfield,70,63,67,67,74,34,65,3
3.3,24,188,80,Spain,starting_xi,2025,Low/Medium,Lean,Defender,70,47,31,49,53,71,65,2
3.6,21,179,76,England,substitute,2027,Medium/Medium,Normal,Midfield,70,74,69,60,76,29,68,3
3.4,22,170,67,Spain,substitute,2024,Medium/Medium,Lean,Defender,70,63,40,61,64,67,52,3
3.4,22,174,65,France,substitute,2026,High/Medium,Normal,Defender,70,84,40,59,67,64,70,3
3.4,21,184,73,England,substitute,2024,High/Medium,Normal,Defender,70,80,35,61,68,66,70,2
3.3,24,186,77,Spain,substitute,2024,Medium/Medium,Normal,Midfield,70,56,61,62,66,65,68,3
3.5,23,180,68,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,70,65,63,63,70,57,68,4
3.3,20,182,76,England,substitute,2028,Medium/Medium,Lean,Defender,70,86,49,63,71,64,64,3
3.6,22,183,75,Germany,substitute,2027,Medium/Medium,Normal,Forward,70,81,69,52,68,22,68,3
3.5,23,177,76,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,70,65,64,72,70,44,50,3
3.3,24,184,81,Spain,substitute,2024,Medium/Medium,Normal,Midfield,70,63,59,67,67,67,70,2
3.3,23,186,76,Spain,starting_xi,2025,Low/Medium,Normal,Defender,70,63,31,47,52,70,67,2
3.4,22,184,80,Portugal,starting_xi,2027,Medium/Medium,Normal,Midfield,70,57,57,66,65,63,74,3
3.4,22,177,63,Spain,substitute,2025,High/Medium,Lean,Defender,70,67,47,66,65,68,55,2
3.6,21,178,66,USA,bench,2026,Medium/Medium,Lean,Midfield,70,83,58,63,73,38,51,3
3.3,21,187,78,Italy,bench,2025,Medium/High,Normal,Defender,70,64,36,52,49,68,81,2
3.6,22,177,67,Spain,starting_xi,2027,Medium/Medium,Lean,Midfield,70,76,63,68,71,67,53,3
3.3,24,187,80,Spain,starting_xi,2026,Medium/High,Normal,Defender,70,71,39,51,58,68,81,2
3.6,23,175,72,Italy,substitute,2026,High/Medium,Lean,Forward,70,83,64,66,73,48,62,3
3.6,23,180,70,England,starting_xi,2027,High/Medium,Normal,Forward,70,82,68,59,70,22,72,3
3.3,23,188,85,Italy,substitute,2026,High/Medium,Normal,Defender,70,59,38,49,59,71,74,2
3.6,22,191,83,England,starting_xi,2027,Medium/Medium,Lean,Midfield,70,76,63,69,68,62,78,3
3.3,24,179,78,Spain,substitute,2026,Low/High,Normal,Defender,70,58,55,62,58,71,68,2
3.6,22,172,66,USA,starting_xi,2026,High/Medium,Normal,Midfield,70,79,64,66,72,45,58,3
3.6,22,176,63,Spain,substitute,2024,High/High,Normal,Midfield,70,82,63,64,69,37,69,3
3.3,23,187,79,England,bench,2025,High/Medium,Normal,Defender,70,64,45,62,65,69,72,3
3.4,22,178,73,England,starting_xi,2024,High/Medium,Lean,Defender,70,72,28,53,66,68,63,2
3.5,23,180,66,Portugal,bench,2026,Medium/Medium,Lean,Midfield,70,71,67,69,73,54,60,3
3.4,22,178,75,France,substitute,2027,Medium/High,Lean,Midfield,70,74,57,63,71,67,71,2
3.4,21,178,72,USA,starting_xi,2026,High/High,Stocky,Midfield,70,73,51,58,66,68,76,2
3.6,22,188,83,Germany,bench,2024,Medium/Medium,Normal,Forward,70,91,67,58,69,25,68,3
3.6,22,185,79,France,substitute,2026,Medium/Medium,Normal,Forward,70,76,69,55,68,25,69,3
3.6,21,183,73,England,substitute,2026,High/Medium,Lean,Midfield,70,66,61,65,75,61,62,2
3.4,21,186,70,Germany,substitute,2028,Low/Medium,Lean,Midfield,70,49,41,60,58,69,71,2
3.3,22,187,71,Spain,substitute,2026,Medium/Medium,Lean,Defender,70,66,28,52,51,71,62,2
3.4,21,168,63,Netherlands,starting_xi,2025,Medium/Medium,Normal,Midfield,70,62,51,65,74,64,59,2
3.3,23,185,72,Spain,substitute,2025,Medium/Medium,Normal,Midfield,70,58,51,66,62,66,75,2
3.4,22,178,66,Portugal,starting_xi,2026,High/Low,Lean,Defender,70,82,69,61,70,63,60,3
3,24,185,70,England,bench,2024,High/Medium,Normal,Defender,70,72,30,54,62,70,74,2
2.9,25,188,79,Spain,substitute,2026,Medium/High,Lean,Defender,70,77,36,57,63,69,74,3
3,23,189,82,England,starting_xi,2025,High/Medium,Lean,Defender,70,69,45,57,62,69,75,2
3.2,24,175,75,France,starting_xi,2025,Medium/Medium,Lean,Midfield,70,63,62,67,68,64,66,3
3.2,24,190,83,Spain,substitute,2028,Medium/Medium,Normal,Forward,70,77,69,52,67,31,79,2
3,23,180,67,Germany,substitute,2025,Medium/Medium,Lean,Defender,70,83,47,61,74,62,58,3
3.2,23,177,71,Germany,substitute,2026,Medium/Medium,Lean,Midfield,70,69,55,67,75,58,60,3
3.2,24,187,79,Switzerland,substitute,2027,High/Medium,Normal,Forward,70,67,74,56,64,23,63,3
3,24,186,78,Italy,substitute,2026,Medium/High,Normal,Defender,70,70,36,52,55,71,69,2
3,23,178,70,Portugal,starting_xi,2025,Medium/Medium,Lean,Midfield,70,65,58,64,73,67,65,3
3.2,23,178,77,Switzerland,substitute,2026,Medium/Medium,Normal,Midfield,70,76,72,69,75,57,67,3
3.1,22,183,76,Germany,substitute,2024,High/Medium,Lean,Defender,70,80,48,63,68,63,70,3
3.2,23,185,73,France,bench,2024,Medium/Medium,Lean,Forward,70,88,67,56,71,24,68,3
3.3,22,184,85,Switzerland,starting_xi,2027,High/Low,Normal,Forward,70,78,70,63,70,31,72,3
3.2,24,180,73,Switzerland,substitute,2026,High/Medium,Normal,Midfield,70,66,67,68,72,56,68,3
3.2,20,181,72,England,substitute,2028,Medium/Medium,Lean,Midfield,70,67,63,71,72,56,57,4
3.2,23,187,84,Italy,starting_xi,2025,Medium/Medium,Normal,Forward,70,71,72,56,67,34,76,3
3.2,21,184,73,Germany,substitute,2024,Medium/Medium,Normal,Midfield,70,80,67,63,73,35,63,4
3,23,170,68,Portugal,starting_xi,2026,High/High,Normal,Defender,70,84,52,62,69,64,72,3
3,24,176,70,Spain,substitute,2027,High/Medium,Normal,Defender,70,77,43,63,69,63,69,3
3,23,172,66,Spain,starting_xi,2027,High/Medium,Normal,Defender,70,82,63,67,74,62,64,4
3,23,173,75,Italy,substitute,2027,High/Medium,Lean,Defender,70,76,39,59,67,64,61,2
3.2,21,180,72,France,starting_xi,2027,High/Medium,Stocky,Midfield,70,81,65,65,73,42,63,3
3,24,190,82,Netherlands,starting_xi,2025,Medium/High,Lean,Midfield,70,61,60,65,66,67,77,2
3.2,22,185,73,Spain,substitute,2024,High/High,Normal,Midfield,70,82,62,64,68,62,70,3
3,24,191,80,Italy,substitute,2024,Medium/High,Normal,Defender,70,65,37,48,50,70,78,2
3.2,22,185,70,Spain,starting_xi,2024,Medium/High,Normal,Midfield,70,60,64,65,69,67,67,2
2.5,24,188,85,USA,starting_xi,2025,High/Low,Lean,Forward,70,74,70,55,67,23,71,4
2.5,24,176,75,France,substitute,2027,High/Medium,Stocky,Midfield,70,91,66,59,71,21,71,3
2.5,24,182,76,Germany,substitute,2026,High/Medium,Normal,Forward,70,70,69,65,73,47,66,3
2.3,24,172,68,USA,substitute,2025,High/High,Lean,Midfield,70,66,59,66,67,68,63,2
2.5,24,182,76,England,substitute,2026,Medium/Medium,Lean,Forward,70,74,70,54,67,39,69,2
2.5,24,177,66,Saudi Arabia,starting_xi,2024,Medium/Medium,Lean,Midfield,70,58,68,73,72,58,56,3
2.5,24,173,63,Portugal,substitute,2024,Medium/Medium,Lean,Midfield,70,77,63,68,71,44,61,3
2.4,23,175,67,Netherlands,substitute,2026,High/High,Normal,Defender,70,80,54,63,71,65,72,3
2.5,23,181,70,Germany,substitute,2026,High/High,Lean,Midfield,70,76,63,68,69,65,71,3
2.5,24,183,76,Spain,substitute,2024,High/Medium,Normal,Midfield,70,73,69,66,72,53,64,3
2.4,23,183,78,Italy,starting_xi,2025,High/Medium,Lean,Defender,70,80,53,60,67,65,72,2
2.5,23,190,88,Italy,substitute,2025,Medium/Medium,Normal,Forward,70,76,69,51,67,31,77,3
2.3,23,188,85,Switzerland,substitute,2025,Low/High,Normal,Defender,70,68,51,63,61,71,68,2
2.6,22,183,81,USA,substitute,2025,High/Medium,Normal,Midfield,70,81,67,63,70,40,74,3
2.5,24,171,66,Portugal,substitute,2026,Medium/Medium,Normal,Midfield,70,53,65,73,69,65,68,3
2.3,24,198,99,Germany,starting_xi,2024,Low/Medium,Normal,Defender,70,38,50,46,44,68,82,2
2.5,23,178,75,France,starting_xi,2026,Medium/Low,Normal,Forward,70,76,71,58,70,21,63,2
2.5,23,179,73,Portugal,starting_xi,2025,Medium/High,Lean,Forward,70,82,65,61,71,30,65,3
2.2,25,193,81,Spain,bench,2024,Medium/Medium,Lean,Defender,70,54,29,57,46,71,68,2
2.1,25,178,74,England,starting_xi,2025,Medium/Medium,Lean,Midfield,70,73,68,70,73,65,77,4
2.1,25,181,71,France,starting_xi,2024,Medium/High,Lean,Midfield,70,65,55,68,70,68,70,3
2.1,25,187,87,Saudi Arabia,starting_xi,2025,Medium/Medium,Normal,Defender,70,52,37,39,56,70,77,2
2.1,26,183,79,France,starting_xi,2024,Low/Medium,Normal,Midfield,70,43,36,66,61,70,65,2
2.1,25,181,75,Spain,starting_xi,2026,Medium/High,Stocky,Defender,70,59,38,55,63,69,73,2
2.1,25,182,78,England,substitute,2024,Low/High,Normal,Defender,70,63,32,50,62,69,76,2
2.2,25,181,68,England,substitute,2026,High/Medium,Normal,Defender,70,80,51,60,68,65,65,3
2.4,24,185,73,England,starting_xi,2024,High/Low,Lean,Forward,70,74,68,57,68,29,69,2
2.2,25,180,75,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,70,71,51,65,71,68,60,3
2.1,26,182,79,Spain,substitute,2025,Low/Medium,Normal,Defender,70,65,36,57,61,70,72,2
2.2,25,187,80,England,substitute,2026,High/High,Normal,Defender,70,78,53,61,68,67,83,2
2.4,24,181,78,Germany,bench,2025,Medium/Low,Unique,Midfield,70,75,67,62,76,24,59,3
2.4,24,183,81,Germany,starting_xi,2026,High/Medium,Stocky,Forward,70,86,65,51,67,28,75,2
2.4,24,185,70,Portugal,starting_xi,2024,Medium/Medium,Normal,Forward,70,66,71,59,70,34,67,3
2.2,24,183,78,England,starting_xi,2025,Medium/High,Lean,Defender,70,73,51,64,65,66,70,2
2.1,25,186,75,France,starting_xi,2026,Low/High,Lean,Defender,70,64,33,54,63,69,77,2
2.4,24,170,64,Portugal,substitute,2026,Medium/Low,Normal,Forward,70,76,58,66,77,31,53,3
2.1,25,192,82,Germany,starting_xi,2025,Medium/High,Normal,Defender,70,87,33,61,66,69,76,2
2.3,25,180,78,France,starting_xi,2027,High/High,Lean,Midfield,70,68,73,72,70,65,70,3
2.2,25,180,72,Netherlands,substitute,2026,High/High,Normal,Defender,70,81,47,60,68,63,72,3
2.4,25,189,75,France,starting_xi,2026,Medium/Low,Lean,Forward,70,87,69,44,67,26,85,3
2.1,26,180,63,Spain,substitute,2025,Medium/Medium,Lean,Midfield,70,65,60,64,74,68,68,2
2.2,24,188,80,France,substitute,2024,Low/Medium,Normal,Defender,70,34,30,44,51,70,82,2
2.2,23,187,77,Netherlands,starting_xi,2026,Medium/High,Normal,Midfield,70,71,57,65,66,68,73,3
2.4,24,166,62,France,starting_xi,2025,High/Medium,Lean,Midfield,70,78,66,66,74,34,46,3
2.2,25,179,66,Portugal,starting_xi,2026,Medium/Medium,Lean,Defender,70,71,46,61,68,65,74,2
2.4,23,171,66,England,starting_xi,2026,High/High,Lean,Midfield,70,71,63,69,73,65,69,3
2.4,24,174,67,Germany,starting_xi,2026,High/Low,Normal,Midfield,70,73,67,71,69,33,54,4
2.4,22,175,70,Germany,substitute,2024,Medium/Medium,Lean,Midfield,70,82,58,67,72,61,59,3
2.4,23,176,65,England,starting_xi,2025,Medium/High,Lean,Midfield,70,68,59,65,69,70,72,2
2.4,24,170,64,USA,starting_xi,2024,High/Medium,Normal,Midfield,70,73,61,65,78,59,69,2
2.2,25,182,75,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,70,67,50,64,65,69,71,3
2.2,23,182,78,France,substitute,2026,High/Medium,Normal,Defender,70,70,49,63,68,67,66,2
2.4,24,175,70,Italy,substitute,2024,Medium/Medium,Lean,Midfield,70,81,63,66,72,37,54,3
2.2,23,180,70,England,starting_xi,2025,High/Medium,Lean,Defender,70,79,46,66,67,64,66,3
2.1,26,182,67,Spain,substitute,2025,Low/Medium,Normal,Midfield,70,64,58,67,65,67,72,2
2.3,25,181,73,Portugal,starting_xi,2026,Medium/Medium,Normal,Midfield,70,72,64,66,75,61,61,3
2.4,23,180,77,Switzerland,bench,2026,Medium/Medium,Normal,Midfield,70,72,61,69,73,53,64,2
2.4,22,179,72,England,starting_xi,2027,Medium/Medium,Lean,Midfield,70,70,63,67,71,64,71,2
2.4,22,168,65,Switzerland,starting_xi,2026,High/High,Lean,Midfield,70,78,65,68,75,30,53,4
2.2,23,176,70,Switzerland,substitute,2026,Medium/Medium,Normal,Defender,70,78,47,61,66,65,68,2
2.1,26,194,87,Portugal,starting_xi,2027,Medium/High,Normal,Defender,70,52,30,44,46,70,78,2
2.2,23,187,80,Germany,starting_xi,2026,Low/Medium,Normal,Defender,70,52,33,48,55,71,71,2
2.2,23,187,80,Germany,substitute,2026,Medium/High,Lean,Defender,70,83,33,54,56,68,70,2
2.2,24,190,84,Italy,substitute,2024,Medium/High,Stocky,Defender,70,61,39,47,51,71,77,2
2.2,25,173,62,England,starting_xi,2025,High/High,Lean,Defender,70,77,45,69,70,67,56,3
2.4,24,184,76,Netherlands,starting_xi,2026,High/Medium,Normal,Forward,70,74,70,51,67,31,66,3
2.2,25,190,83,England,bench,2025,High/Medium,Lean,Forward,70,72,72,53,65,28,71,3
2.1,25,170,64,England,starting_xi,2027,Medium/Medium,Normal,Defender,70,84,40,61,72,64,56,3
2.3,24,180,71,England,substitute,2025,High/Low,Lean,Forward,70,81,63,65,75,38,49,4
2,26,190,82,Netherlands,substitute,2025,High/Medium,Normal,Defender,70,63,39,64,68,70,71,3
2,25,188,75,England,bench,2024,Medium/High,Lean,Defender,70,54,37,50,55,71,70,2
2.1,25,177,76,Germany,substitute,2024,High/Medium,Normal,Defender,70,79,41,61,69,67,75,2
2,25,175,75,Germany,substitute,2026,Medium/Medium,Normal,Midfield,70,73,61,67,73,64,72,3
2.3,23,183,75,England,substitute,2024,Medium/Low,Normal,Forward,70,81,68,60,70,33,66,3
2.3,24,175,75,Germany,starting_xi,2026,High/Medium,Normal,Midfield,70,75,54,64,74,66,68,3
2,26,191,91,Portugal,starting_xi,2025,Low/Medium,Normal,Defender,70,34,34,47,57,69,79,2
2,25,180,78,England,starting_xi,2024,High/Medium,Normal,Midfield,70,66,47,65,70,69,73,2
2.1,24,178,64,France,starting_xi,2025,Medium/Medium,Lean,Defender,70,76,56,63,70,64,67,3
2,26,194,79,USA,starting_xi,2026,Low/High,Stocky,Defender,70,69,32,39,49,68,84,2
2.1,24,190,78,Germany,substitute,2025,Medium/High,Lean,Midfield,70,64,57,63,62,68,80,2
2.1,24,193,80,Germany,starting_xi,2027,Medium/Medium,Lean,Defender,70,74,43,45,41,70,79,2
2.3,23,185,76,England,substitute,2027,Medium/Medium,Stocky,Forward,70,74,73,60,62,37,71,3
2,25,194,86,Portugal,starting_xi,2024,Low/High,Lean,Defender,70,53,32,39,41,70,78,2
2.2,25,182,88,Spain,substitute,2024,Medium/Medium,Normal,Forward,70,78,68,64,73,25,74,4
1.8,26,189,81,England,substitute,2026,Medium/Medium,Normal,Defender,70,67,36,54,61,71,71,2
2.1,25,172,68,Netherlands,starting_xi,2024,High/Low,Lean,Forward,70,77,65,68,73,35,52,3
1.9,26,185,80,England,starting_xi,2024,Medium/High,Normal,Midfield,70,59,57,67,68,68,67,3
1.9,26,185,82,Germany,starting_xi,2025,Medium/Medium,Normal,Midfield,70,61,50,62,65,68,80,2
2.1,25,172,70,Germany,substitute,2025,Medium/Medium,Normal,Midfield,70,69,62,67,71,66,72,3
2.1,26,183,79,England,substitute,2026,High/Low,Normal,Forward,70,76,69,54,71,28,63,3
1.8,26,184,76,Spain,substitute,2025,Medium/Medium,Normal,Defender,70,77,37,50,59,69,74,2
1.9,26,187,85,Germany,substitute,2025,Medium/High,Normal,Midfield,70,65,48,59,56,71,78,2
1.9,26,177,70,Italy,starting_xi,2025,High/Medium,Normal,Defender,70,70,52,61,66,69,64,2
2.1,26,175,68,Germany,substitute,2027,High/Medium,Normal,Forward,70,89,67,58,72,32,69,3
1.9,26,177,72,Italy,starting_xi,2026,High/Medium,Lean,Defender,70,72,41,64,66,65,66,2
2.1,26,186,80,Saudi Arabia,substitute,2024,Medium/Medium,Normal,Midfield,70,59,69,68,75,56,64,3
1.9,25,190,82,Saudi Arabia,starting_xi,2024,High/Medium,Lean,Midfield,70,67,59,60,69,70,79,3
2.2,24,178,75,Portugal,starting_xi,2025,Medium/Low,Normal,Forward,70,85,66,63,71,26,62,3
2.1,25,175,67,England,bench,2024,Medium/Medium,Normal,Midfield,70,70,58,67,75,68,69,3
1.8,27,189,79,Spain,substitute,2027,Medium/Medium,Lean,Defender,70,64,37,50,55,70,76,2
2.1,25,176,69,Spain,substitute,2026,Medium/Low,Normal,Midfield,70,87,67,62,73,27,61,3
2.1,26,185,78,Spain,substitute,2028,High/Medium,Normal,Forward,70,74,67,55,64,28,73,3
1.9,25,185,77,Spain,substitute,2024,Medium/High,Normal,Midfield,70,67,44,63,64,71,72,2
1.9,26,178,73,Switzerland,substitute,2025,High/Medium,Normal,Defender,70,88,34,64,70,63,62,3
2.1,25,174,68,Switzerland,starting_xi,2024,High/High,Normal,Midfield,70,74,65,67,68,69,71,2
2.1,22,177,80,England,substitute,2024,Medium/High,Lean,Defender,70,80,55,64,66,66,69,3
1.9,26,182,68,Spain,starting_xi,2024,Medium/Medium,Normal,Defender,70,73,39,55,65,68,68,2
2.2,24,183,72,Spain,substitute,2024,Medium/Medium,Lean,Midfield,70,77,71,67,71,48,62,4
2,23,174,67,Germany,starting_xi,2026,High/High,Normal,Defender,70,77,43,63,68,64,71,2
2.2,24,185,75,England,starting_xi,2026,High/Low,Lean,Midfield,70,86,62,66,69,49,70,3
1.9,25,184,74,France,substitute,2024,High/Medium,Normal,Defender,70,67,31,61,64,67,71,2
2.1,25,181,79,USA,substitute,2025,Medium/Medium,Normal,Forward,70,72,72,51,67,25,70,3
2.2,24,177,75,Portugal,starting_xi,2025,High/Medium,Normal,Forward,70,81,61,62,74,27,61,3
2,26,175,68,Italy,substitute,2024,Medium/Medium,Normal,Midfield,70,76,60,70,72,61,69,3
2,25,180,70,Italy,substitute,2025,Low/Medium,Normal,Midfield,70,73,70,69,71,53,63,3
2,26,175,75,England,bench,2025,High/Medium,Normal,Midfield,70,72,66,70,73,62,69,3
1.6,28,189,95,Germany,starting_xi,2026,Low/High,Normal,Defender,70,58,51,49,50,69,82,2
1.6,28,185,83,Spain,substitute,2024,Low/Medium,Normal,Defender,70,65,34,62,58,70,74,2
1.8,26,189,79,Switzerland,starting_xi,2027,Medium/Low,Normal,Midfield,70,62,68,74,67,64,74,3
1.7,26,188,72,Germany,starting_xi,2026,Medium/High,Normal,Defender,70,68,35,52,52,70,74,2
2,26,181,75,England,substitute,2026,High/Low,Lean,Forward,70,91,65,63,71,57,74,3
2,25,185,75,Italy,starting_xi,2025,Medium/Low,Lean,Forward,70,86,67,66,72,39,67,4
1.7,27,185,84,France,starting_xi,2026,Medium/Medium,Normal,Defender,70,69,28,51,54,68,78,2
1.8,26,185,75,England,starting_xi,2024,Medium/High,Lean,Midfield,70,61,57,58,63,70,76,2
2,26,184,72,England,starting_xi,2027,High/Medium,Lean,Forward,70,76,70,54,67,25,77,3
1.5,29,188,70,Germany,substitute,2024,Medium/Medium,Lean,Defender,70,60,42,59,63,70,69,2
1.7,27,183,76,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,70,71,54,61,67,66,74,2
1.5,28,188,76,England,starting_xi,2025,Medium/High,Stocky,Midfield,70,77,60,61,68,68,84,3
1.6,27,178,69,Spain,substitute,2026,Medium/Medium,Normal,Midfield,70,70,59,65,66,66,76,3
1.9,26,173,65,England,substitute,2026,Medium/Low,Lean,Forward,70,91,69,61,74,46,61,3
1.5,28,183,78,Saudi Arabia,starting_xi,2024,Medium/Medium,Normal,Defender,70,67,51,61,64,69,75,2
1.9,27,190,85,Switzerland,starting_xi,2024,Medium/Low,Normal,Forward,70,73,68,54,67,33,78,2
1.5,28,190,83,Germany,bench,2024,High/Medium,Normal,Defender,70,62,42,55,55,67,82,2
1.7,27,172,68,USA,starting_xi,2024,Medium/Medium,Normal,Defender,70,73,56,60,69,67,73,3
1.8,27,182,76,Italy,substitute,2024,High/Medium,Normal,Midfield,70,68,70,70,73,57,71,3
1.7,26,186,79,Germany,substitute,2026,Medium/Medium,Normal,Defender,70,81,34,57,66,66,68,3
1.9,26,188,78,Germany,starting_xi,2024,High/Medium,Normal,Midfield,70,86,64,62,70,50,71,3
1.9,26,167,62,England,substitute,2025,High/High,Lean,Midfield,70,75,67,69,75,46,47,4
1.9,27,185,82,England,substitute,2025,High/Medium,Stocky,Forward,70,79,70,56,64,48,82,3
1.6,27,177,73,Saudi Arabia,starting_xi,2024,Medium/Medium,Normal,Midfield,70,67,54,62,64,68,74,2
1.9,25,170,64,Spain,starting_xi,2024,High/High,Lean,Midfield,70,91,61,60,69,52,62,3
1.9,25,177,78,Switzerland,substitute,2024,High/Medium,Normal,Midfield,70,85,63,66,73,34,55,4
1.5,29,186,80,Italy,starting_xi,2024,Low/Medium,Normal,Defender,70,55,31,44,51,69,78,2
1.9,27,180,75,France,substitute,2026,Medium/Low,Lean,Forward,70,79,69,61,66,38,69,3
1.7,27,180,75,Switzerland,substitute,2026,High/Medium,Stocky,Defender,70,80,64,63,70,64,63,3
1.7,26,173,66,France,substitute,2026,High/Medium,Normal,Defender,70,75,54,63,72,66,64,3
1.9,26,164,68,Saudi Arabia,substitute,2026,Medium/Low,Lean,Midfield,70,84,63,63,75,25,55,3
1.9,25,180,70,Germany,substitute,2026,Medium/Medium,Normal,Midfield,70,81,66,62,71,48,69,3
